Date,Hour,Team ID,Units,Direct Hours,Indirect Hours,Idle Hours,Standard Hours,New Hire Share,Travel Distance
2026-01-24,12,PAK-D-2,601,4.449,0.833,0.668,4.006,0.25,0
2026-01-24,13,PAK-D-2,1202,8.687,1.304,1.908,8.012,0.25,0
2026-01-24,14,PAK-D-2,1202,8.631,1.335,1.934,8.012,0.25,0
2026-01-24,15,PAK-D-2,1202,8.977,1.552,1.371,8.012,0.25,0
2026-01-24,16,PAK-D-2,1202,8.528,1.196,2.176,8.012,0.25,0
2026-01-24,17,PAK-D-2,1202,8.609,1.133,2.158,8.012,0.25,0
2026-01-24,20,PAK-N-1,1803,13.948,1.927,4.525,12.018,0.18,0
2026-01-24,21,PAK-N-1,2003,14.332,2.028,4.039,13.353,0.18,0
2026-01-24,22,PAK-N-1,2003,14.616,2.306,3.478,13.353,0.18,0
2026-01-24,23,PAK-N-1,2003,14.846,2.029,3.524,13.353,0.18,0
2026-01-24,0,PAK-N-1,1001,7.416,0.985,1.799,6.677,0.18,0
2026-01-24,1,PAK-N-1,2003,15.008,2.46,2.932,13.353,0.18,0
2026-01-24,2,PAK-N-1,2003,16.123,2.558,1.72,13.353,0.18,0
2026-01-24,3,PAK-N-1,2003,16.594,2.001,1.806,13.353,0.18,0
2026-01-24,4,PAK-N-1,2003,16.815,2.715,0.87,13.353,0.18,0
2026-01-24,5,PAK-N-1,2003,14.515,2.378,3.507,13.353,0.18,0
2026-01-24,8,SHP-D,2614,6.88,1.125,1.345,6.224,0.1,0
2026-01-24,9,SHP-D,2904,7.221,1.063,1.066,6.915,0.1,0
2026-01-24,10,SHP-D,2904,7.155,1.155,1.041,6.915,0.1,0
2026-01-24,11,SHP-D,2904,6.955,1.043,1.352,6.915,0.1,0
2026-01-24,12,SHP-D,1452,3.657,0.585,0.433,3.458,0.1,0
2026-01-24,13,SHP-D,2904,7.386,1.066,0.898,6.915,0.1,0
2026-01-24,14,SHP-D,2904,7.06,0.873,1.417,6.915,0.1,0
2026-01-24,15,SHP-D,2904,7.327,1.285,0.738,6.915,0.1,0
2026-01-24,16,SHP-D,2904,7.178,1.159,1.013,6.915,0.1,0
2026-01-24,17,SHP-D,2904,7.124,0.871,1.355,6.915,0.1,0
2026-01-24,20,SHP-N,1893,5.206,1.009,1.435,4.507,0.1,0
2026-01-24,21,SHP-N,2103,5.455,0.779,1.416,5.007,0.1,0
2026-01-24,22,SHP-N,2103,5.213,0.87,1.567,5.007,0.1,0
2026-01-24,23,SHP-N,2103,5.255,0.915,1.479,5.007,0.1,0
2026-01-24,0,SHP-N,1052,2.764,0.43,0.632,2.504,0.1,0
2026-01-24,1,SHP-N,2103,5.449,0.818,1.383,5.007,0.1,0
2026-01-24,2,SHP-N,2103,6.027,0.793,0.831,5.007,0.1,0
2026-01-24,3,SHP-N,2103,6.272,0.736,0.642,5.007,0.1,0
2026-01-24,4,SHP-N,2103,6.103,0.807,0.74,5.007,0.1,0
2026-01-24,5,SHP-N,2103,5.122,0.95,1.578,5.007,0.1,0
2026-01-24,8,RCV-D,3082,17.964,2.111,2.875,16.222,0.12,0
2026-01-24,9,RCV-D,3425,18.36,3.203,1.387,18.024,0.12,0
2026-01-24,10,RCV-D,3425,18.607,2.505,1.837,18.024,0.12,0
2026-01-24,11,RCV-D,3425,19.216,2.509,1.225,18.024,0.12,0
2026-01-24,12,RCV-D,1712,9.237,1.036,1.202,9.012,0.12,0
2026-01-24,13,RCV-D,3425,18.289,3.172,1.488,18.024,0.12,0
2026-01-24,14,RCV-D,3425,18.154,2.62,2.176,18.024,0.12,0
2026-01-24,15,RCV-D,3425,17.983,2.68,2.288,18.024,0.12,0
2026-01-24,16,RCV-D,3425,18.033,2.405,2.512,18.024,0.12,0
2026-01-24,17,RCV-D,3425,19.415,2.487,1.048,18.024,0.12,0
2026-01-24,20,RCV-N,1321,8.05,1.289,1.711,6.952,0.2,0
2026-01-24,21,RCV-N,1468,8.59,1.24,1.22,7.725,0.2,0
2026-01-24,22,RCV-N,1468,8.541,1.197,1.312,7.725,0.2,0
2026-01-24,23,RCV-N,1468,8.221,1.377,1.452,7.725,0.2,0
2026-01-24,0,RCV-N,734,4.138,0.542,0.845,3.862,0.2,0
2026-01-24,1,RCV-N,1468,8.377,1.164,1.509,7.725,0.2,0
2026-01-24,2,RCV-N,1468,9.806,1.129,0.115,7.725,0.2,0
2026-01-24,3,RCV-N,1448,9.535,1.515,0.0,7.619,0.2,0
2026-01-24,4,RCV-N,1468,9.56,1.058,0.432,7.725,0.2,0
2026-01-24,5,RCV-N,1468,8.322,1.268,1.46,7.725,0.2,0
2026-01-24,8,PUT-AB-D,2730,22.392,3.695,1.963,20.999,0.1,26379
2026-01-24,9,PUT-AB-D,3033,22.087,3.587,2.376,23.333,0.1,28881
2026-01-24,10,PUT-AB-D,3033,22.263,2.538,3.249,23.333,0.1,28676
2026-01-24,11,PUT-AB-D,3033,22.526,2.749,2.776,23.333,0.1,27962
2026-01-24,12,PUT-AB-D,1517,11.59,1.317,1.118,11.666,0.1,14473
2026-01-24,13,PUT-AB-D,3033,22.152,2.532,3.365,23.333,0.1,28173
2026-01-24,14,PUT-AB-D,3033,22.81,2.626,2.613,23.333,0.1,28969
2026-01-24,15,PUT-AB-D,3033,23.286,3.341,1.423,23.333,0.1,28784
2026-01-24,16,PUT-AB-D,3033,23.352,3.893,0.805,23.333,0.1,28571
2026-01-24,17,PUT-AB-D,3033,23.326,3.77,0.954,23.333,0.1,28715
2026-01-24,20,PUT-C-N,1673,18.511,3.381,2.757,12.871,0.2,44610
2026-01-24,21,PUT-C-N,1859,19.313,3.174,2.164,14.301,0.2,48081
2026-01-24,22,PUT-C-N,1859,19.146,2.73,2.774,14.301,0.2,48322
2026-01-24,23,PUT-C-N,1859,19.299,2.432,2.92,14.301,0.2,48435
2026-01-24,0,PUT-C-N,930,9.393,1.326,1.606,7.15,0.2,23608
2026-01-24,1,PUT-C-N,1859,19.414,2.786,2.45,14.301,0.2,47397
2026-01-24,2,PUT-C-N,1859,21.448,2.474,0.728,14.301,0.2,48186
2026-01-24,3,PUT-C-N,1859,21.436,2.977,0.237,14.301,0.2,49646
2026-01-24,4,PUT-C-N,1859,22.312,2.312,0.025,14.301,0.2,47625
2026-01-24,5,PUT-C-N,1859,19.123,3.037,2.49,14.301,0.2,48051
2026-01-24,8,CNT-B-D,337,1.039,0.216,0.445,0.935,0.05,4847
2026-01-24,9,CNT-B-D,374,1.014,0.186,0.5,1.039,0.05,5313
2026-01-24,10,CNT-B-D,374,1.086,0.196,0.419,1.039,0.05,5194
2026-01-24,11,CNT-B-D,374,1.097,0.2,0.402,1.039,0.05,5143
2026-01-24,12,CNT-B-D,187,0.519,0.114,0.217,0.519,0.05,2667
2026-01-24,13,CNT-B-D,374,1.03,0.197,0.472,1.039,0.05,5380
2026-01-24,14,CNT-B-D,374,1.047,0.224,0.429,1.039,0.05,5289
2026-01-24,15,CNT-B-D,374,1.028,0.222,0.449,1.039,0.05,5293
2026-01-24,16,CNT-B-D,374,1.071,0.22,0.41,1.039,0.05,5101
2026-01-24,17,CNT-B-D,374,1.091,0.235,0.374,1.039,0.05,5126
2026-01-25,8,PCK-A-D,1061,9.542,1.44,3.468,8.841,0.1,9875
2026-01-25,9,PCK-A-D,1179,9.68,1.554,3.216,9.823,0.1,11200
2026-01-25,10,PCK-A-D,1179,9.333,1.347,3.77,9.823,0.1,10925
2026-01-25,11,PCK-A-D,1179,9.702,1.821,2.927,9.823,0.1,11384
2026-01-25,12,PCK-A-D,589,4.898,0.997,1.329,4.912,0.1,5609
2026-01-25,13,PCK-A-D,1179,9.303,1.865,3.282,9.823,0.1,11049
2026-01-25,14,PCK-A-D,1179,9.489,1.745,3.216,9.823,0.1,11059
2026-01-25,15,PCK-A-D,1179,9.253,1.573,3.624,9.823,0.1,11458
2026-01-25,16,PCK-A-D,1179,9.631,1.585,3.234,9.823,0.1,11436
2026-01-25,17,PCK-A-D,1179,9.813,1.925,2.712,9.823,0.1,11377
2026-01-25,20,PCK-A-N,816,7.415,1.404,3.081,6.801,0.15,7668
2026-01-25,21,PCK-A-N,907,7.548,1.661,2.691,7.556,0.15,8833
2026-01-25,22,PCK-A-N,907,7.757,1.343,2.8,7.556,0.15,8501
2026-01-25,23,PCK-A-N,907,7.997,1.331,2.572,7.556,0.15,8528
2026-01-25,0,PCK-A-N,453,3.703,0.619,1.628,3.778,0.15,4404
2026-01-25,1,PCK-A-N,907,7.768,1.513,2.619,7.556,0.15,8517
2026-01-25,2,PCK-A-N,907,8.7,1.622,1.578,7.556,0.15,8455
2026-01-25,3,PCK-A-N,907,8.621,1.605,1.674,7.556,0.15,8866
2026-01-25,4,PCK-A-N,907,9.053,1.502,1.345,7.556,0.15,8737
2026-01-25,5,PCK-A-N,907,7.674,1.303,2.923,7.556,0.15,8455
2026-01-25,8,PCK-B-D,694,6.214,1.374,2.612,5.781,0.12,9680
2026-01-25,9,PCK-B-D,771,6.931,1.05,2.219,6.423,0.12,10742
2026-01-25,10,PCK-B-D,771,6.92,1.184,2.096,6.423,0.12,10722
2026-01-25,11,PCK-B-D,771,6.616,1.123,2.461,6.423,0.12,11043
2026-01-25,12,PCK-B-D,385,3.456,0.472,1.172,3.211,0.12,5306
2026-01-25,13,PCK-B-D,771,6.474,1.315,2.411,6.423,0.12,11124
2026-01-25,14,PCK-B-D,771,6.848,1.382,1.971,6.423,0.12,10649
2026-01-25,15,PCK-B-D,771,6.725,1.107,2.368,6.423,0.12,11004
2026-01-25,16,PCK-B-D,771,6.503,1.286,2.411,6.423,0.12,10545
2026-01-25,17,PCK-B-D,771,6.766,1.405,2.029,6.423,0.12,11101
2026-01-25,20,PCK-B-N,530,5.151,0.858,2.491,4.42,0.2,7311
2026-01-25,21,PCK-B-N,589,5.381,0.806,2.313,4.912,0.2,8169
2026-01-25,22,PCK-B-N,589,5.513,0.932,2.056,4.912,0.2,8149
2026-01-25,23,PCK-B-N,589,5.343,0.918,2.239,4.912,0.2,8112
2026-01-25,0,PCK-B-N,295,2.661,0.53,1.059,2.456,0.2,4114
2026-01-25,1,PCK-B-N,589,5.226,1.052,2.221,4.912,0.2,8051
2026-01-25,2,PCK-B-N,589,6.139,1.132,1.229,4.912,0.2,8305
2026-01-25,3,PCK-B-N,589,6.005,0.878,1.618,4.912,0.2,8164
2026-01-25,4,PCK-B-N,589,5.939,0.961,1.6,4.912,0.2,8239
2026-01-25,5,PCK-B-N,589,5.527,0.793,2.18,4.912,0.2,8350
2026-01-25,8,PCK-C-D,571,6.575,1.404,2.222,4.76,0.1,14634
2026-01-25,9,PCK-C-D,635,6.779,0.981,2.44,5.289,0.1,16807
2026-01-25,10,PCK-C-D,635,6.671,0.931,2.598,5.289,0.1,16281
2026-01-25,11,PCK-C-D,635,6.457,1.406,2.337,5.289,0.1,16574
2026-01-25,12,PCK-C-D,317,3.42,0.467,1.213,2.645,0.1,8118
2026-01-25,13,PCK-C-D,635,6.477,1.089,2.635,5.289,0.1,17016
2026-01-25,14,PCK-C-D,635,6.736,0.997,2.468,5.289,0.1,16990
2026-01-25,15,PCK-C-D,635,6.465,1.201,2.533,5.289,0.1,16117
2026-01-25,16,PCK-C-D,635,6.915,1.04,2.245,5.289,0.1,16635
2026-01-25,17,PCK-C-D,635,6.745,1.161,2.294,5.289,0.1,16129
2026-01-25,20,PCK-C-N,408,4.995,0.756,1.899,3.4,0.15,10490
2026-01-25,21,PCK-C-N,453,4.962,1.064,1.624,3.778,0.15,11560
2026-01-25,22,PCK-C-N,453,4.972,1.002,1.676,3.778,0.15,11820
2026-01-25,23,PCK-C-N,453,4.876,0.836,1.938,3.778,0.15,11783
2026-01-25,0,PCK-C-N,227,2.571,0.468,0.786,1.889,0.15,5743
2026-01-25,1,PCK-C-N,453,5.038,0.764,1.848,3.778,0.15,11710
2026-01-25,2,PCK-C-N,453,5.56,0.732,1.358,3.778,0.15,11869
2026-01-25,3,PCK-C-N,453,5.787,0.939,0.924,3.778,0.15,11538
2026-01-25,4,PCK-C-N,453,5.777,0.992,0.881,3.778,0.15,12017
2026-01-25,5,PCK-C-N,453,4.925,0.717,2.008,3.778,0.15,12150
2026-01-25,8,PAK-D-1,1469,11.095,1.521,3.534,9.793,0.1,0
2026-01-25,9,PAK-D-1,1632,11.654,2.237,2.259,10.881,0.1,0
2026-01-25,10,PAK-D-1,1632,11.032,1.511,3.607,10.881,0.1,0
2026-01-25,11,PAK-D-1,1632,11.598,2.134,2.417,10.881,0.1,0
2026-01-25,12,PAK-D-1,816,5.442,0.926,1.707,5.44,0.1,0
2026-01-25,13,PAK-D-1,1632,11.384,2.244,2.522,10.881,0.1,0
2026-01-25,14,PAK-D-1,1632,11.327,2.03,2.793,10.881,0.1,0
2026-01-25,15,PAK-D-1,1632,11.458,1.555,3.138,10.881,0.1,0
2026-01-25,16,PAK-D-1,1632,11.588,2.204,2.358,10.881,0.1,0
2026-01-25,17,PAK-D-1,1632,11.339,1.97,2.841,10.881,0.1,0
2026-01-25,8,PAK-D-2,979,7.756,1.451,2.693,6.529,0.25,0
2026-01-25,9,PAK-D-2,1088,7.58,1.319,3.001,7.254,0.25,0
2026-01-25,10,PAK-D-2,1088,7.742,1.161,2.997,7.254,0.25,0
2026-01-25,11,PAK-D-2,1088,7.727,1.534,2.639,7.254,0.25,0
2026-01-25,12,PAK-D-2,544,3.972,0.785,1.193,3.627,0.25,0
2026-01-25,13,PAK-D-2,1088,7.97,1.188,2.742,7.254,0.25,0
2026-01-25,14,PAK-D-2,1088,7.624,1.119,3.158,7.254,0.25,0
2026-01-25,15,PAK-D-2,1088,7.742,1.266,2.892,7.254,0.25,0
2026-01-25,16,PAK-D-2,1088,8.033,1.321,2.546,7.254,0.25,0
2026-01-25,17,PAK-D-2,1088,8.164,1.586,2.15,7.254,0.25,0
2026-01-25,20,PAK-N-1,1632,12.694,2.783,4.923,10.881,0.18,0
2026-01-25,21,PAK-N-1,1813,12.881,2.391,5.127,12.09,0.18,0
2026-01-25,22,PAK-N-1,1813,13.025,1.981,5.394,12.09,0.18,0
2026-01-25,23,PAK-N-1,1813,13.642,2.715,4.043,12.09,0.18,0
2026-01-25,0,PAK-N-1,907,6.412,1.199,2.589,6.045,0.18,0
2026-01-25,1,PAK-N-1,1813,13.708,2.766,3.926,12.09,0.18,0
2026-01-25,2,PAK-N-1,1813,15.501,2.462,2.437,12.09,0.18,0
2026-01-25,3,PAK-N-1,1813,15.079,2.85,2.471,12.09,0.18,0
2026-01-25,4,PAK-N-1,1813,15.384,2.011,3.005,12.09,0.18,0
2026-01-25,5,PAK-N-1,1813,13.311,2.596,4.493,12.09,0.18,0
2026-01-25,8,SHP-D,2367,6.485,1.232,1.632,5.635,0.1,0
2026-01-25,9,SHP-D,2630,6.333,1.038,1.978,6.261,0.1,0
2026-01-25,10,SHP-D,2630,6.362,1.178,1.81,6.261,0.1,0
2026-01-25,11,SHP-D,2630,6.406,1.206,1.738,6.261,0.1,0
2026-01-25,12,SHP-D,1315,3.22,0.453,1.002,3.13,0.1,0
2026-01-25,13,SHP-D,2630,6.396,0.994,1.961,6.261,0.1,0
2026-01-25,14,SHP-D,2630,6.348,1.215,1.787,6.261,0.1,0
2026-01-25,15,SHP-D,2630,6.519,1.217,1.614,6.261,0.1,0
2026-01-25,16,SHP-D,2630,6.513,1.174,1.663,6.261,0.1,0
2026-01-25,17,SHP-D,2630,6.663,1.026,1.661,6.261,0.1,0
2026-01-25,20,SHP-N,1714,4.555,0.895,2.2,4.08,0.1,0
2026-01-25,21,SHP-N,1904,4.766,1.035,1.849,4.534,0.1,0
2026-01-25,22,SHP-N,1904,4.838,0.893,1.919,4.534,0.1,0
2026-01-25,23,SHP-N,1904,4.751,0.783,2.116,4.534,0.1,0
2026-01-25,0,SHP-N,952,2.458,0.419,0.948,2.267,0.1,0
2026-01-25,1,SHP-N,1904,4.667,0.799,2.184,4.534,0.1,0
2026-01-25,2,SHP-N,1904,5.689,0.7,1.261,4.534,0.1,0
2026-01-25,3,SHP-N,1904,5.361,0.946,1.342,4.534,0.1,0
2026-01-25,4,SHP-N,1904,5.409,1.059,1.182,4.534,0.1,0
2026-01-25,5,SHP-N,1904,5.015,0.98,1.654,4.534,0.1,0
2026-01-25,8,RCV-D,2517,14.506,2.318,6.126,13.248,0.12,0
2026-01-25,9,RCV-D,2797,15.004,3.12,4.825,14.72,0.12,0
2026-01-25,10,RCV-D,2797,14.859,2.553,5.539,14.72,0.12,0
2026-01-25,11,RCV-D,2797,15.228,2.593,5.129,14.72,0.12,0
2026-01-25,12,RCV-D,1398,7.518,1.498,2.459,7.36,0.12,0
2026-01-25,13,RCV-D,2797,15.807,2.436,4.707,14.72,0.12,0
2026-01-25,14,RCV-D,2797,15.818,2.922,4.21,14.72,0.12,0
2026-01-25,15,RCV-D,2797,15.259,2.933,4.758,14.72,0.12,0
2026-01-25,16,RCV-D,2797,14.689,2.429,5.832,14.72,0.12,0
2026-01-25,17,RCV-D,2797,15.454,2.766,4.731,14.72,0.12,0
2026-01-25,20,RCV-N,1079,6.563,1.121,3.366,5.678,0.2,0
2026-01-25,21,RCV-N,1199,7.013,1.366,2.671,6.309,0.2,0
2026-01-25,22,RCV-N,1199,6.907,1.056,3.086,6.309,0.2,0
2026-01-25,23,RCV-N,1199,7.053,1.349,2.648,6.309,0.2,0
2026-01-25,0,RCV-N,599,3.357,0.505,1.662,3.154,0.2,0
2026-01-25,1,RCV-N,1199,7.004,1.448,2.598,6.309,0.2,0
2026-01-25,2,RCV-N,1199,7.904,1.343,1.803,6.309,0.2,0
2026-01-25,3,RCV-N,1199,7.807,1.163,2.081,6.309,0.2,0
2026-01-25,4,RCV-N,1199,7.845,1.414,1.792,6.309,0.2,0
2026-01-25,5,RCV-N,1199,6.908,1.107,3.035,6.309,0.2,0
2026-01-25,8,PUT-AB-D,2229,17.42,3.485,7.145,17.15,0.1,21614
2026-01-25,9,PUT-AB-D,2477,19.144,3.511,5.395,19.055,0.1,23257
2026-01-25,10,PUT-AB-D,2477,19.16,3.119,5.772,19.055,0.1,23613
2026-01-25,11,PUT-AB-D,2477,19.193,3.044,5.812,19.055,0.1,23336
2026-01-25,12,PUT-AB-D,1239,9.293,1.314,3.418,9.528,0.1,11712
2026-01-25,13,PUT-AB-D,2477,17.901,3.364,6.784,19.055,0.1,23277
2026-01-25,14,PUT-AB-D,2477,18.738,3.376,5.936,19.055,0.1,23488
2026-01-25,15,PUT-AB-D,2477,19.183,3.76,5.107,19.055,0.1,23069
2026-01-25,16,PUT-AB-D,2477,18.991,3.174,5.885,19.055,0.1,23989
2026-01-25,17,PUT-AB-D,2477,18.58,3.047,6.423,19.055,0.1,23968
2026-01-25,20,PUT-C-N,1366,15.224,2.379,7.047,10.511,0.2,35939
2026-01-25,21,PUT-C-N,1518,15.635,2.244,6.77,11.679,0.2,40641
2026-01-25,22,PUT-C-N,1518,16.03,3.279,5.341,11.679,0.2,40489
2026-01-25,23,PUT-C-N,1518,15.273,3.29,6.086,11.679,0.2,39915
2026-01-25,0,PUT-C-N,759,7.641,1.698,2.986,5.839,0.2,19233
2026-01-25,1,PUT-C-N,1518,16.145,3.4,5.105,11.679,0.2,38724
2026-01-25,2,PUT-C-N,1518,18.34,2.327,3.983,11.679,0.2,38812
2026-01-25,3,PUT-C-N,1518,18.186,2.261,4.203,11.679,0.2,40485
2026-01-25,4,PUT-C-N,1518,18.374,3.16,3.116,11.679,0.2,39649
2026-01-25,5,PUT-C-N,1518,16.002,2.294,6.354,11.679,0.2,40056
2026-01-25,8,CNT-B-D,326,1.027,0.154,0.52,0.907,0.05,4547
2026-01-25,9,CNT-B-D,363,1.021,0.21,0.468,1.007,0.05,5120
2026-01-25,10,CNT-B-D,363,0.992,0.163,0.545,1.007,0.05,5152
2026-01-25,11,CNT-B-D,363,0.997,0.187,0.516,1.007,0.05,5024
2026-01-25,12,CNT-B-D,181,0.506,0.081,0.263,0.504,0.05,2485
2026-01-25,13,CNT-B-D,363,1.003,0.158,0.539,1.007,0.05,4998
2026-01-25,14,CNT-B-D,363,1.034,0.17,0.496,1.007,0.05,5142
2026-01-25,15,CNT-B-D,363,1.034,0.18,0.486,1.007,0.05,4930
2026-01-25,16,CNT-B-D,363,1.057,0.172,0.47,1.007,0.05,4954
2026-01-25,17,CNT-B-D,363,1.003,0.175,0.523,1.007,0.05,5019
2026-01-26,8,PCK-A-D,1495,12.563,2.007,2.43,12.462,0.1,13755
2026-01-26,9,PCK-A-D,1662,13.472,1.652,1.875,13.846,0.1,16074
2026-01-26,10,PCK-A-D,1662,13.733,1.666,1.602,13.846,0.1,16141
2026-01-26,11,PCK-A-D,1662,13.94,1.725,1.334,13.846,0.1,15321
2026-01-26,12,PCK-A-D,831,6.614,0.956,0.929,6.923,0.1,7690
2026-01-26,13,PCK-A-D,1662,12.974,1.837,2.189,13.846,0.1,15988
2026-01-26,14,PCK-A-D,1662,13.931,2.121,0.948,13.846,0.1,15331
2026-01-26,15,PCK-A-D,1662,13.226,1.917,1.858,13.846,0.1,15600
2026-01-26,16,PCK-A-D,1662,14.024,1.779,1.197,13.846,0.1,15781
2026-01-26,17,PCK-A-D,1662,13.233,1.742,2.025,13.846,0.1,15942
2026-01-26,20,PCK-A-N,1150,10.628,1.602,1.771,9.586,0.15,10639
2026-01-26,21,PCK-A-N,1278,10.517,1.613,1.871,10.651,0.15,11754
2026-01-26,22,PCK-A-N,1278,11.253,1.389,1.358,10.651,0.15,11885
2026-01-26,23,PCK-A-N,1278,11.208,1.933,0.858,10.651,0.15,11745
2026-01-26,0,PCK-A-N,639,5.583,0.91,0.507,5.326,0.15,5987
2026-01-26,1,PCK-A-N,1278,10.462,1.288,2.25,10.651,0.15,12002
2026-01-26,2,PCK-A-N,1278,11.972,1.918,0.109,10.651,0.15,12417
2026-01-26,3,PCK-A-N,1278,12.0,1.939,0.061,10.651,0.15,12452
2026-01-26,4,PCK-A-N,1278,11.917,1.939,0.144,10.651,0.15,12312
2026-01-26,5,PCK-A-N,1278,10.711,1.557,1.732,10.651,0.15,11958
2026-01-26,8,PCK-B-D,978,9.308,1.426,1.266,8.148,0.12,13522
2026-01-26,9,PCK-B-D,1086,9.363,1.248,1.389,9.053,0.12,15199
2026-01-26,10,PCK-B-D,1086,9.109,1.606,1.285,9.053,0.12,15542
2026-01-26,11,PCK-B-D,1086,9.357,1.661,0.983,9.053,0.12,14826
2026-01-26,12,PCK-B-D,543,4.817,0.745,0.437,4.527,0.12,7613
2026-01-26,13,PCK-B-D,1086,9.365,1.313,1.322,9.053,0.12,15344
2026-01-26,14,PCK-B-D,1086,9.569,1.281,1.149,9.053,0.12,14961
2026-01-26,15,PCK-B-D,1086,9.32,1.594,1.086,9.053,0.12,15517
2026-01-26,16,PCK-B-D,1086,9.64,1.386,0.974,9.053,0.12,15350
2026-01-26,17,PCK-B-D,1086,9.418,1.601,0.982,9.053,0.12,15286
2026-01-26,20,PCK-B-N,748,7.175,0.976,1.849,6.231,0.2,10715
2026-01-26,21,PCK-B-N,831,7.77,0.918,1.312,6.923,0.2,11819
2026-01-26,22,PCK-B-N,831,7.604,1.319,1.077,6.923,0.2,11461
2026-01-26,23,PCK-B-N,831,7.317,1.28,1.403,6.923,0.2,11482
2026-01-26,0,PCK-B-N,415,3.87,0.467,0.663,3.462,0.2,5649
2026-01-26,1,PCK-B-N,831,7.535,1.033,1.432,6.923,0.2,11908
2026-01-26,2,PCK-B-N,831,8.81,1.143,0.046,6.923,0.2,11468
2026-01-26,3,PCK-B-N,825,8.731,1.269,0.0,6.872,0.2,11838
2026-01-26,4,PCK-B-N,831,8.739,1.03,0.231,6.923,0.2,11553
2026-01-26,5,PCK-B-N,831,7.59,1.073,1.337,6.923,0.2,11469
2026-01-26,8,PCK-C-D,805,8.95,1.544,1.506,6.71,0.1,21303
2026-01-26,9,PCK-C-D,895,9.254,1.378,1.368,7.456,0.1,23333
2026-01-26,10,PCK-C-D,895,9.34,1.411,1.249,7.456,0.1,23113
2026-01-26,11,PCK-C-D,895,9.622,1.219,1.159,7.456,0.1,23593
2026-01-26,12,PCK-C-D,447,4.771,0.792,0.437,3.728,0.1,11721
2026-01-26,13,PCK-C-D,895,9.756,1.342,0.902,7.456,0.1,22699
2026-01-26,14,PCK-C-D,895,9.624,1.304,1.072,7.456,0.1,23124
2026-01-26,15,PCK-C-D,895,9.088,1.526,1.386,7.456,0.1,23361
2026-01-26,16,PCK-C-D,895,9.225,1.437,1.338,7.456,0.1,22507
2026-01-26,17,PCK-C-D,895,9.522,1.622,0.856,7.456,0.1,22917
2026-01-26,20,PCK-C-N,575,6.789,1.003,1.208,4.793,0.15,15042
2026-01-26,21,PCK-C-N,639,6.975,1.238,0.787,5.326,0.15,16086
2026-01-26,22,PCK-C-N,639,7.034,1.236,0.73,5.326,0.15,16136
2026-01-26,23,PCK-C-N,639,6.796,0.899,1.304,5.326,0.15,16381
2026-01-26,0,PCK-C-N,320,3.402,0.496,0.602,2.663,0.15,8053
2026-01-26,1,PCK-C-N,639,6.922,1.187,0.891,5.326,0.15,16607
2026-01-26,2,PCK-C-N,619,7.878,1.122,0.0,5.156,0.15,15558
2026-01-26,3,PCK-C-N,631,7.855,1.145,-0.0,5.259,0.15,16436
2026-01-26,4,PCK-C-N,639,8.126,0.826,0.048,5.326,0.15,16167
2026-01-26,5,PCK-C-N,639,6.848,0.958,1.193,5.326,0.15,16374
2026-01-26,8,PAK-D-1,2071,15.644,1.71,1.646,13.804,0.1,0
2026-01-26,9,PAK-D-1,2301,16.062,1.949,0.99,15.338,0.1,0
2026-01-26,10,PAK-D-1,2301,15.611,2.397,0.992,15.338,0.1,0
2026-01-26,11,PAK-D-1,2301,16.283,2.217,0.5,15.338,0.1,0
2026-01-26,12,PAK-D-1,1150,7.756,1.177,0.567,7.669,0.1,0
2026-01-26,13,PAK-D-1,2301,16.002,1.981,1.017,15.338,0.1,0
2026-01-26,14,PAK-D-1,2301,16.01,2.268,0.722,15.338,0.1,0
2026-01-26,15,PAK-D-1,2301,15.772,1.805,1.423,15.338,0.1,0
2026-01-26,16,PAK-D-1,2301,15.449,1.972,1.579,15.338,0.1,0
2026-01-26,17,PAK-D-1,2301,15.654,2.054,1.293,15.338,0.1,0
2026-01-26,8,PAK-D-2,1380,10.672,1.931,1.397,9.203,0.25,0
2026-01-26,9,PAK-D-2,1534,11.133,1.601,1.266,10.225,0.25,0
2026-01-26,10,PAK-D-2,1534,11.479,1.542,0.98,10.225,0.25,0
2026-01-26,11,PAK-D-2,1534,11.122,1.37,1.508,10.225,0.25,0
2026-01-26,12,PAK-D-2,767,5.75,0.839,0.411,5.113,0.25,0
2026-01-26,13,PAK-D-2,1534,11.42,1.415,1.165,10.225,0.25,0
2026-01-26,14,PAK-D-2,1534,11.488,1.473,1.039,10.225,0.25,0
2026-01-26,15,PAK-D-2,1534,10.905,1.638,1.457,10.225,0.25,0
2026-01-26,16,PAK-D-2,1534,11.244,1.398,1.359,10.225,0.25,0
2026-01-26,17,PAK-D-2,1534,11.484,1.722,0.794,10.225,0.25,0
2026-01-26,20,PAK-N-1,2301,17.699,3.068,3.233,15.338,0.18,0
2026-01-26,21,PAK-N-1,2556,18.011,2.914,3.075,17.042,0.18,0
2026-01-26,22,PAK-N-1,2556,19.059,2.358,2.583,17.042,0.18,0
2026-01-26,23,PAK-N-1,2556,17.922,2.186,3.892,17.042,0.18,0
2026-01-26,0,PAK-N-1,1278,9.671,1.201,1.128,8.521,0.18,0
2026-01-26,1,PAK-N-1,2556,19.107,2.4,2.493,17.042,0.18,0
2026-01-26,2,PAK-N-1,2553,21.837,2.163,0.0,17.018,0.18,0
