Order ID,Order Date,Store ID,Product ID,Quantity,Unit Price,Discount,Net Sales,COGS
O001686,2024-05-03,ST09,AC05,1,35.0,0.0,35.0,11.55
O001687,2024-05-03,ST02,FW03,3,169.0,0.0,507.0,248.43
O001688,2024-05-03,ST02,AP01,1,249.0,0.1,224.1,109.56
O001689,2024-05-03,ST01,AP03,1,99.0,0.2,79.2,39.6
O001690,2024-05-04,ST11,SB02,1,119.0,0.0,119.0,57.12
O001691,2024-05-04,ST08,SB02,1,119.0,0.0,119.0,57.12
O001692,2024-05-04,ST03,AC03,2,129.0,0.0,258.0,121.26
O001693,2024-05-04,ST09,SB02,2,119.0,0.0,238.0,114.24
O001694,2024-05-04,ST11,AC02,1,45.0,0.1,40.5,17.1
O001695,2024-05-04,ST06,FW01,2,149.0,0.0,298.0,143.04
O001696,2024-05-04,ST03,SB01,1,279.0,0.0,279.0,145.08
O001697,2024-05-04,ST07,CL02,1,229.0,0.0,229.0,125.95
O001698,2024-05-04,ST11,AC02,2,45.0,0.0,90.0,34.2
O001699,2024-05-04,ST01,TG02,1,429.0,0.0,429.0,235.95
O001700,2024-05-04,ST04,FW03,1,169.0,0.1,152.1,82.81
O001701,2024-05-04,ST09,CL03,2,39.0,0.2,62.4,32.76
O001702,2024-05-04,ST07,CL03,2,39.0,0.0,78.0,32.76
O001703,2024-05-04,ST07,FW01,1,149.0,0.0,149.0,71.52
O001704,2024-05-04,ST12,FW02,1,219.0,0.0,219.0,109.5
O001705,2024-05-04,ST01,TG01,1,349.0,0.0,349.0,202.42
O001706,2024-05-04,ST02,AC05,2,35.0,0.0,70.0,23.1
O001707,2024-05-05,ST01,FW04,1,69.0,0.0,69.0,27.6
O001708,2024-05-05,ST05,FW02,1,219.0,0.0,219.0,109.5
O001709,2024-05-05,ST04,CL04,1,24.0,0.2,19.2,8.4
O001710,2024-05-05,ST11,AP03,2,99.0,0.0,198.0,79.2
O001711,2024-05-05,ST11,SB01,1,279.0,0.0,279.0,145.08
O001712,2024-05-05,ST03,AC05,1,35.0,0.0,35.0,11.55
O001713,2024-05-05,ST10,FW02,1,219.0,0.2,175.2,109.5
O001714,2024-05-05,ST11,AC05,1,35.0,0.0,35.0,11.55
O001715,2024-05-05,ST10,TG01,2,349.0,0.0,698.0,404.84
O001716,2024-05-05,ST03,AC03,1,129.0,0.0,129.0,60.63
O001717,2024-05-05,ST10,CL04,1,24.0,0.0,24.0,8.4
O001718,2024-05-05,ST12,AP01,1,249.0,0.0,249.0,109.56
O001719,2024-05-05,ST11,AC03,1,129.0,0.2,103.2,60.63
O001720,2024-05-05,ST01,AC04,2,139.0,0.0,278.0,125.1
O001721,2024-05-05,ST10,CL01,1,79.0,0.0,79.0,39.5
O001722,2024-05-06,ST02,CK01,1,89.0,0.0,89.0,44.5
O001723,2024-05-06,ST04,AP03,1,99.0,0.1,89.1,39.6
O001724,2024-05-06,ST01,FW02,2,219.0,0.2,350.4,219.0
O001725,2024-05-06,ST06,AP01,2,249.0,0.2,398.4,219.12
O001726,2024-05-06,ST09,CK01,1,89.0,0.0,89.0,44.5
O001727,2024-05-06,ST11,TG02,3,429.0,0.0,1287.0,707.85
O001728,2024-05-06,ST10,AP04,1,89.0,0.0,89.0,37.38
O001729,2024-05-06,ST06,CK02,1,59.0,0.0,59.0,26.55
O001730,2024-05-06,ST07,SB01,1,279.0,0.0,279.0,145.08
O001731,2024-05-06,ST12,CL04,2,24.0,0.0,48.0,16.8
O001732,2024-05-06,ST11,AC04,3,139.0,0.0,417.0,187.65
O001733,2024-05-06,ST11,CK01,1,89.0,0.0,89.0,44.5
O001734,2024-05-06,ST01,CK02,1,59.0,0.0,59.0,26.55
O001735,2024-05-07,ST03,TG01,1,349.0,0.0,349.0,202.42
O001736,2024-05-07,ST02,SB02,1,119.0,0.0,119.0,57.12
O001737,2024-05-07,ST10,AC02,1,45.0,0.0,45.0,17.1
O001738,2024-05-07,ST11,TG02,2,429.0,0.0,858.0,471.9
O001739,2024-05-07,ST11,CK02,1,59.0,0.1,53.1,26.55
O001740,2024-05-07,ST09,CK02,1,59.0,0.0,59.0,26.55
O001741,2024-05-07,ST07,AC05,1,35.0,0.1,31.5,11.55
O001742,2024-05-07,ST11,AC02,2,45.0,0.0,90.0,34.2
O001743,2024-05-07,ST07,FW03,1,169.0,0.0,169.0,82.81
O001744,2024-05-07,ST05,AC01,1,49.0,0.0,49.0,19.6
O001745,2024-05-07,ST01,AP02,1,299.0,0.2,239.2,137.54
O001746,2024-05-07,ST11,FW03,1,169.0,0.0,169.0,82.81
O001747,2024-05-07,ST11,CL02,2,229.0,0.1,412.2,251.9
O001748,2024-05-07,ST05,AP03,1,99.0,0.0,99.0,39.6
O001749,2024-05-07,ST04,AP03,1,99.0,0.2,79.2,39.6
O001750,2024-05-08,ST05,CL03,1,39.0,0.1,35.1,16.38
O001751,2024-05-08,ST09,AP03,3,99.0,0.2,237.6,118.8
O001752,2024-05-08,ST11,AP03,2,99.0,0.0,198.0,79.2
O001753,2024-05-08,ST09,CK01,2,89.0,0.0,178.0,89.0
O001754,2024-05-08,ST05,FW02,1,219.0,0.0,219.0,109.5
O001755,2024-05-08,ST04,FW02,1,219.0,0.0,219.0,109.5
O001756,2024-05-08,ST02,AP03,1,99.0,0.1,89.1,39.6
O001757,2024-05-08,ST04,CL02,3,229.0,0.0,687.0,377.85
O001758,2024-05-08,ST01,AC02,1,45.0,0.0,45.0,17.1
O001759,2024-05-08,ST11,SB01,1,279.0,0.1,251.1,145.08
O001760,2024-05-08,ST10,AC01,1,49.0,0.0,49.0,19.6
O001761,2024-05-08,ST01,AC04,3,139.0,0.0,417.0,187.65
O001762,2024-05-08,ST01,CK01,1,89.0,0.0,89.0,44.5
O001763,2024-05-09,ST07,AC04,2,139.0,0.2,222.4,125.1
O001764,2024-05-09,ST10,CK01,2,89.0,0.0,178.0,89.0
O001765,2024-05-09,ST07,FW02,1,219.0,0.0,219.0,109.5
O001766,2024-05-09,ST04,AP04,3,89.0,0.0,267.0,112.14
O001767,2024-05-09,ST10,AP02,3,299.0,0.0,897.0,412.62
O001768,2024-05-09,ST11,AC02,3,45.0,0.0,135.0,51.3
O001769,2024-05-09,ST01,AC05,1,35.0,0.0,35.0,11.55
O001770,2024-05-09,ST11,TG01,1,349.0,0.0,349.0,202.42
O001771,2024-05-09,ST06,AC01,1,49.0,0.0,49.0,19.6
O001772,2024-05-10,ST03,AP05,1,89.0,0.0,89.0,33.82
O001773,2024-05-10,ST04,FW02,1,219.0,0.0,219.0,109.5
O001774,2024-05-10,ST04,SB01,2,279.0,0.0,558.0,290.16
O001775,2024-05-10,ST01,CK02,1,59.0,0.2,47.2,26.55
O001776,2024-05-10,ST10,CL04,1,24.0,0.0,24.0,8.4
O001777,2024-05-10,ST06,AC03,2,129.0,0.1,232.2,121.26
O001778,2024-05-10,ST06,SB02,2,119.0,0.2,190.4,114.24
O001779,2024-05-10,ST01,CL04,1,24.0,0.1,21.6,8.4
O001780,2024-05-10,ST11,SB02,1,119.0,0.0,119.0,57.12
O001781,2024-05-10,ST10,AP05,1,89.0,0.0,89.0,33.82
O001782,2024-05-10,ST03,AP04,1,89.0,0.2,71.2,37.38
O001783,2024-05-11,ST02,CK01,1,89.0,0.0,89.0,44.5
O001784,2024-05-11,ST03,AC01,1,49.0,0.2,39.2,19.6
O001785,2024-05-11,ST03,AC02,1,45.0,0.1,40.5,17.1
O001786,2024-05-11,ST11,FW04,3,69.0,0.0,207.0,82.8
O001787,2024-05-11,ST11,AC01,1,49.0,0.1,44.1,19.6
O001788,2024-05-11,ST09,SB02,3,119.0,0.2,285.6,171.36
O001789,2024-05-11,ST12,AP05,1,89.0,0.2,71.2,33.82
O001790,2024-05-11,ST11,FW02,1,219.0,0.0,219.0,109.5
O001791,2024-05-11,ST10,AC02,2,45.0,0.0,90.0,34.2
O001792,2024-05-11,ST09,FW04,1,69.0,0.0,69.0,27.6
O001793,2024-05-11,ST11,AP04,1,89.0,0.0,89.0,37.38
O001794,2024-05-11,ST10,CL04,1,24.0,0.0,24.0,8.4
O001795,2024-05-11,ST02,CL04,1,24.0,0.2,19.2,8.4
O001796,2024-05-11,ST02,AP05,1,89.0,0.0,89.0,33.82
O001797,2024-05-11,ST11,TG01,2,349.0,0.0,698.0,404.84
O001798,2024-05-11,ST02,AP03,1,99.0,0.0,99.0,39.6
O001799,2024-05-11,ST01,CL03,1,39.0,0.0,39.0,16.38
O001800,2024-05-11,ST11,CL04,1,24.0,0.1,21.6,8.4
O001801,2024-05-12,ST08,SB02,2,119.0,0.2,190.4,114.24
O001802,2024-05-12,ST05,AC05,1,35.0,0.1,31.5,11.55
O001803,2024-05-12,ST11,CK01,1,89.0,0.0,89.0,44.5
O001804,2024-05-12,ST01,AC02,1,45.0,0.1,40.5,17.1
O001805,2024-05-12,ST03,TG01,1,349.0,0.0,349.0,202.42
O001806,2024-05-12,ST11,CK02,1,59.0,0.0,59.0,26.55
O001807,2024-05-12,ST01,FW02,1,219.0,0.1,197.1,109.5
O001808,2024-05-12,ST05,SB01,1,279.0,0.0,279.0,145.08
O001809,2024-05-12,ST11,CK01,1,89.0,0.0,89.0,44.5
O001810,2024-05-12,ST07,AP01,1,249.0,0.0,249.0,109.56
O001811,2024-05-12,ST07,CK01,2,89.0,0.0,178.0,89.0
O001812,2024-05-13,ST01,SB01,1,279.0,0.2,223.2,145.08
O001813,2024-05-13,ST11,FW03,2,169.0,0.0,338.0,165.62
O001814,2024-05-13,ST11,AC04,1,139.0,0.0,139.0,62.55
O001815,2024-05-13,ST03,AC01,1,49.0,0.2,39.2,19.6
O001816,2024-05-13,ST02,AP01,1,249.0,0.2,199.2,109.56
O001817,2024-05-13,ST03,CL03,1,39.0,0.0,39.0,16.38
O001818,2024-05-13,ST02,AC05,1,35.0,0.0,35.0,11.55
O001819,2024-05-13,ST05,AC04,1,139.0,0.0,139.0,62.55
O001820,2024-05-13,ST06,TG01,1,349.0,0.1,314.1,202.42
O001821,2024-05-13,ST07,TG01,1,349.0,0.0,349.0,202.42
O001822,2024-05-13,ST03,AP04,2,89.0,0.1,160.2,74.76
O001823,2024-05-13,ST10,CL01,2,79.0,0.0,158.0,79.0
O001824,2024-05-14,ST09,CL03,1,39.0,0.2,31.2,16.38
O001825,2024-05-14,ST06,AC04,1,139.0,0.1,125.1,62.55
O001826,2024-05-14,ST02,CL04,1,24.0,0.0,24.0,8.4
O001827,2024-05-14,ST11,AP05,1,89.0,0.1,80.1,33.82
O001828,2024-05-14,ST07,AP03,1,99.0,0.1,89.1,39.6
O001829,2024-05-14,ST11,AC05,1,35.0,0.0,35.0,11.55
O001830,2024-05-14,ST09,AC04,3,139.0,0.0,417.0,187.65
O001831,2024-05-14,ST10,AP01,1,249.0,0.1,224.1,109.56
O001832,2024-05-14,ST07,AP04,1,89.0,0.0,89.0,37.38
O001833,2024-05-14,ST11,AC03,2,129.0,0.0,258.0,121.26
O001834,2024-05-14,ST12,FW03,2,169.0,0.1,304.2,165.62
O001835,2024-05-14,ST05,FW04,2,69.0,0.0,138.0,55.2
O001836,2024-05-14,ST03,SB01,2,279.0,0.0,558.0,290.16
O001837,2024-05-15,ST12,FW01,1,149.0,0.2,119.2,71.52
O001838,2024-05-15,ST02,AC04,3,139.0,0.0,417.0,187.65
O001839,2024-05-15,ST12,AC03,1,129.0,0.0,129.0,60.63
O001840,2024-05-15,ST05,FW03,1,169.0,0.1,152.1,82.81
O001841,2024-05-15,ST03,SB02,2,119.0,0.0,238.0,114.24
O001842,2024-05-15,ST02,TG02,1,429.0,0.0,429.0,235.95
O001843,2024-05-15,ST11,CL01,1,79.0,0.1,71.1,39.5
O001844,2024-05-15,ST10,AP01,1,249.0,0.1,224.1,109.56
O001845,2024-05-15,ST11,FW04,1,69.0,0.0,69.0,27.6
O001846,2024-05-15,ST05,AC05,1,35.0,0.2,28.0,11.55
O001847,2024-05-15,ST11,AC04,1,139.0,0.0,139.0,62.55
O001848,2024-05-15,ST02,TG02,1,429.0,0.0,429.0,235.95
O001849,2024-05-15,ST11,CL03,1,39.0,0.0,39.0,16.38
O001850,2024-05-15,ST04,CK01,1,89.0,0.0,89.0,44.5
O001851,2024-05-16,ST11,CK01,2,89.0,0.0,178.0,89.0
O001852,2024-05-16,ST07,AC03,2,129.0,0.1,232.2,121.26
O001853,2024-05-16,ST09,AC03,1,129.0,0.1,116.1,60.63
O001854,2024-05-16,ST09,AP04,1,89.0,0.0,89.0,37.38
O001855,2024-05-16,ST10,SB01,1,279.0,0.0,279.0,145.08
O001856,2024-05-16,ST04,AC05,1,35.0,0.0,35.0,11.55
O001857,2024-05-16,ST03,FW03,1,169.0,0.0,169.0,82.81
O001858,2024-05-16,ST11,AP04,2,89.0,0.2,142.4,74.76
O001859,2024-05-16,ST08,TG01,1,349.0,0.1,314.1,202.42
O001860,2024-05-17,ST07,SB02,1,119.0,0.2,95.2,57.12
O001861,2024-05-17,ST11,FW01,1,149.0,0.0,149.0,71.52
O001862,2024-05-17,ST05,AC01,1,49.0,0.0,49.0,19.6
O001863,2024-05-17,ST01,AC03,3,129.0,0.0,387.0,181.89
O001864,2024-05-17,ST10,CL02,3,229.0,0.0,687.0,377.85
O001865,2024-05-17,ST01,CL03,1,39.0,0.0,39.0,16.38
O001866,2024-05-17,ST06,SB02,1,119.0,0.0,119.0,57.12
O001867,2024-05-17,ST05,AC02,2,45.0,0.1,81.0,34.2
O001868,2024-05-17,ST12,CK01,1,89.0,0.0,89.0,44.5
O001869,2024-05-17,ST10,AC03,2,129.0,0.0,258.0,121.26
O001870,2024-05-17,ST08,FW01,2,149.0,0.0,298.0,143.04
O001871,2024-05-18,ST10,SB02,2,119.0,0.0,238.0,114.24
O001872,2024-05-18,ST05,AP03,1,99.0,0.0,99.0,39.6
O001873,2024-05-18,ST01,CL02,1,229.0,0.1,206.1,125.95
O001874,2024-05-18,ST10,FW03,1,169.0,0.2,135.2,82.81
O001875,2024-05-18,ST04,CL03,1,39.0,0.0,39.0,16.38
O001876,2024-05-18,ST07,SB02,2,119.0,0.1,214.2,114.24
O001877,2024-05-18,ST08,CK01,1,89.0,0.1,80.1,44.5
O001878,2024-05-18,ST05,TG01,1,349.0,0.0,349.0,202.42
O001879,2024-05-18,ST05,CK02,1,59.0,0.0,59.0,26.55
O001880,2024-05-18,ST06,TG02,1,429.0,0.0,429.0,235.95
O001881,2024-05-18,ST12,AC01,1,49.0,0.0,49.0,19.6
O001882,2024-05-18,ST10,TG02,1,429.0,0.0,429.0,235.95
O001883,2024-05-18,ST10,AC03,3,129.0,0.0,387.0,181.89
O001884,2024-05-18,ST06,FW04,1,69.0,0.0,69.0,27.6
O001885,2024-05-18,ST03,FW03,1,169.0,0.0,169.0,82.81
O001886,2024-05-18,ST06,CL04,2,24.0,0.0,48.0,16.8
O001887,2024-05-18,ST07,AC01,1,49.0,0.1,44.1,19.6
O001888,2024-05-18,ST06,TG01,1,349.0,0.0,349.0,202.42
O001889,2024-05-18,ST07,SB01,3,279.0,0.0,837.0,435.24
O001890,2024-05-18,ST03,AC03,1,129.0,0.1,116.1,60.63
O001891,2024-05-18,ST06,AC02,1,45.0,0.1,40.5,17.1
O001892,2024-05-19,ST02,AC02,1,45.0,0.2,36.0,17.1
O001893,2024-05-19,ST04,FW03,1,169.0,0.0,169.0,82.81
O001894,2024-05-19,ST01,AC03,1,129.0,0.0,129.0,60.63
O001895,2024-05-19,ST11,CL03,1,39.0,0.1,35.1,16.38
O001896,2024-05-19,ST03,CL02,2,229.0,0.0,458.0,251.9
O001897,2024-05-19,ST11,SB01,1,279.0,0.2,223.2,145.08
O001898,2024-05-19,ST07,CK02,2,59.0,0.2,94.4,53.1
O001899,2024-05-19,ST11,CL01,2,79.0,0.2,126.4,79.0
O001900,2024-05-19,ST11,CK01,1,89.0,0.0,89.0,44.5
O001901,2024-05-19,ST12,FW02,1,219.0,0.1,197.1,109.5
O001902,2024-05-19,ST11,AC05,1,35.0,0.1,31.5,11.55
O001903,2024-05-19,ST02,CL02,1,229.0,0.0,229.0,125.95
O001904,2024-05-19,ST04,CK01,3,89.0,0.1,240.3,133.5
O001905,2024-05-19,ST12,CL04,1,24.0,0.0,24.0,8.4
O001906,2024-05-20,ST09,AC03,3,129.0,0.1,348.3,181.89
O001907,2024-05-20,ST08,CL01,2,79.0,0.0,158.0,79.0
O001908,2024-05-20,ST12,AP02,2,299.0,0.0,598.0,275.08
O001909,2024-05-20,ST10,AP02,1,299.0,0.1,269.1,137.54
O001910,2024-05-20,ST03,TG02,2,429.0,0.2,686.4,471.9
O001911,2024-05-20,ST04,CL01,2,79.0,0.0,158.0,79.0
O001912,2024-05-20,ST02,CL03,3,39.0,0.0,117.0,49.14
O001913,2024-05-20,ST10,AC03,1,129.0,0.0,129.0,60.63
O001914,2024-05-20,ST02,AP01,2,249.0,0.2,398.4,219.12
O001915,2024-05-20,ST01,AP03,2,99.0,0.2,158.4,79.2
O001916,2024-05-21,ST07,AP02,3,299.0,0.2,717.6,412.62
O001917,2024-05-21,ST01,AC04,2,139.0,0.0,278.0,125.1
O001918,2024-05-21,ST03,FW04,1,69.0,0.2,55.2,27.6
O001919,2024-05-21,ST09,FW01,1,149.0,0.0,149.0,71.52
O001920,2024-05-21,ST10,AC03,1,129.0,0.2,103.2,60.63
O001921,2024-05-21,ST11,FW02,1,219.0,0.0,219.0,109.5
O001922,2024-05-21,ST11,AP01,1,249.0,0.2,199.2,109.56
O001923,2024-05-21,ST12,TG02,2,429.0,0.0,858.0,471.9
O001924,2024-05-21,ST11,AC05,3,35.0,0.0,105.0,34.65
O001925,2024-05-21,ST12,AC05,1,35.0,0.0,35.0,11.55
O001926,2024-05-21,ST12,TG01,1,349.0,0.0,349.0,202.42
O001927,2024-05-21,ST10,FW03,3,169.0,0.1,456.3,248.43
O001928,2024-05-21,ST11,AC04,1,139.0,0.0,139.0,62.55
O001929,2024-05-22,ST03,AC03,1,129.0,0.0,129.0,60.63
O001930,2024-05-22,ST01,AC04,1,139.0,0.1,125.1,62.55
O001931,2024-05-22,ST10,AP02,3,299.0,0.1,807.3,412.62
O001932,2024-05-22,ST02,FW01,1,149.0,0.0,149.0,71.52
O001933,2024-05-22,ST09,AP05,1,89.0,0.1,80.1,33.82
O001934,2024-05-22,ST06,FW01,1,149.0,0.0,149.0,71.52
O001935,2024-05-22,ST10,AC05,1,35.0,0.0,35.0,11.55
O001936,2024-05-22,ST01,SB01,3,279.0,0.0,837.0,435.24
O001937,2024-05-22,ST03,AC02,2,45.0,0.1,81.0,34.2
O001938,2024-05-22,ST01,AP05,1,89.0,0.2,71.2,33.82
O001939,2024-05-22,ST11,FW01,2,149.0,0.1,268.2,143.04
O001940,2024-05-22,ST05,AP05,1,89.0,0.2,71.2,33.82
O001941,2024-05-23,ST03,AP03,1,99.0,0.0,99.0,39.6
O001942,2024-05-23,ST09,FW01,1,149.0,0.1,134.1,71.52
O001943,2024-05-23,ST01,CK02,1,59.0,0.0,59.0,26.55
O001944,2024-05-23,ST01,AC01,1,49.0,0.0,49.0,19.6
O001945,2024-05-23,ST07,AP03,1,99.0,0.1,89.1,39.6
O001946,2024-05-23,ST06,CK01,1,89.0,0.0,89.0,44.5
O001947,2024-05-23,ST07,CL01,1,79.0,0.1,71.1,39.5
O001948,2024-05-23,ST12,TG01,1,349.0,0.0,349.0,202.42
O001949,2024-05-23,ST06,FW03,1,169.0,0.0,169.0,82.81
O001950,2024-05-23,ST01,AC05,2,35.0,0.0,70.0,23.1
O001951,2024-05-23,ST06,AC04,1,139.0,0.0,139.0,62.55
O001952,2024-05-23,ST01,FW02,1,219.0,0.2,175.2,109.5
O001953,2024-05-23,ST11,FW02,1,219.0,0.2,175.2,109.5
O001954,2024-05-23,ST04,SB02,2,119.0,0.1,214.2,114.24
O001955,2024-05-24,ST11,AC01,1,49.0,0.0,49.0,19.6
O001956,2024-05-24,ST11,AC01,1,49.0,0.0,49.0,19.6
O001957,2024-05-24,ST10,TG02,3,429.0,0.0,1287.0,707.85
O001958,2024-05-24,ST10,AC03,1,129.0,0.1,116.1,60.63
O001959,2024-05-24,ST01,FW02,3,219.0,0.2,525.6,328.5
O001960,2024-05-24,ST01,FW01,1,149.0,0.0,149.0,71.52
O001961,2024-05-24,ST11,SB01,1,279.0,0.1,251.1,145.08
O001962,2024-05-24,ST08,AC04,1,139.0,0.0,139.0,62.55
O001963,2024-05-24,ST07,AC05,2,35.0,0.0,70.0,23.1
O001964,2024-05-24,ST01,FW01,1,149.0,0.0,149.0,71.52
O001965,2024-05-24,ST11,AP04,3,89.0,0.0,267.0,112.14
O001966,2024-05-24,ST11,CL03,1,39.0,0.2,31.2,16.38
O001967,2024-05-24,ST11,TG01,1,349.0,0.0,349.0,202.42
O001968,2024-05-24,ST01,AC04,1,139.0,0.1,125.1,62.55
O001969,2024-05-24,ST05,CL01,3,79.0,0.2,189.6,118.5
O001970,2024-05-24,ST03,CK01,1,89.0,0.0,89.0,44.5
O001971,2024-05-25,ST12,CK01,1,89.0,0.0,89.0,44.5
O001972,2024-05-25,ST01,FW04,2,69.0,0.0,138.0,55.2
O001973,2024-05-25,ST06,TG02,1,429.0,0.0,429.0,235.95
O001974,2024-05-25,ST02,CL03,1,39.0,0.0,39.0,16.38
O001975,2024-05-25,ST12,FW02,3,219.0,0.0,657.0,328.5
O001976,2024-05-25,ST01,FW03,1,169.0,0.0,169.0,82.81
O001977,2024-05-25,ST06,FW01,1,149.0,0.0,149.0,71.52
O001978,2024-05-25,ST03,FW02,1,219.0,0.2,175.2,109.5
O001979,2024-05-25,ST02,CK01,2,89.0,0.2,142.4,89.0
O001980,2024-05-25,ST01,AC04,1,139.0,0.0,139.0,62.55
O001981,2024-05-25,ST01,AP01,1,249.0,0.1,224.1,109.56
O001982,2024-05-25,ST06,AP03,1,99.0,0.2,79.2,39.6
O001983,2024-05-25,ST03,AC02,3,45.0,0.0,135.0,51.3
O001984,2024-05-25,ST06,CL04,3,24.0,0.1,64.8,25.2
O001985,2024-05-25,ST06,FW01,1,149.0,0.0,149.0,71.52
O001986,2024-05-25,ST10,CK02,1,59.0,0.0,59.0,26.55
O001987,2024-05-25,ST01,CL01,1,79.0,0.0,79.0,39.5
O001988,2024-05-25,ST07,AC03,2,129.0,0.1,232.2,121.26
O001989,2024-05-25,ST12,CK02,1,59.0,0.0,59.0,26.55
O001990,2024-05-25,ST09,TG01,1,349.0,0.0,349.0,202.42
O001991,2024-05-26,ST08,AP03,1,99.0,0.0,99.0,39.6
O001992,2024-05-26,ST03,TG01,1,349.0,0.0,349.0,202.42
O001993,2024-05-26,ST08,AC01,1,49.0,0.0,49.0,19.6
O001994,2024-05-26,ST01,FW04,1,69.0,0.0,69.0,27.6
O001995,2024-05-26,ST05,AP05,1,89.0,0.0,89.0,33.82
O001996,2024-05-26,ST04,CL02,1,229.0,0.0,229.0,125.95
O001997,2024-05-26,ST10,CL02,1,229.0,0.0,229.0,125.95
O001998,2024-05-26,ST07,CL04,1,24.0,0.0,24.0,8.4
O001999,2024-05-26,ST11,TG02,2,429.0,0.0,858.0,471.9
O002000,2024-05-26,ST06,TG02,1,429.0,0.0,429.0,235.95
O002001,2024-05-26,ST04,FW03,1,169.0,0.0,169.0,82.81
O002002,2024-05-26,ST03,CL04,2,24.0,0.0,48.0,16.8
O002003,2024-05-26,ST01,SB02,1,119.0,0.0,119.0,57.12
O002004,2024-05-26,ST01,FW04,1,69.0,0.0,69.0,27.6
O002005,2024-05-26,ST01,SB01,1,279.0,0.0,279.0,145.08
O002006,2024-05-26,ST11,FW01,1,149.0,0.0,149.0,71.52
O002007,2024-05-26,ST11,FW04,1,69.0,0.2,55.2,27.6
O002008,2024-05-26,ST04,SB01,1,279.0,0.0,279.0,145.08
O002009,2024-05-26,ST07,AC02,1,45.0,0.0,45.0,17.1
O002010,2024-05-26,ST04,AC05,1,35.0,0.0,35.0,11.55
O002011,2024-05-26,ST09,FW04,1,69.0,0.0,69.0,27.6
O002012,2024-05-26,ST11,FW03,1,169.0,0.1,152.1,82.81
O002013,2024-05-27,ST03,CK01,1,89.0,0.2,71.2,44.5
O002014,2024-05-27,ST06,AC05,1,35.0,0.1,31.5,11.55
O002015,2024-05-27,ST11,AP04,1,89.0,0.2,71.2,37.38
O002016,2024-05-27,ST03,AC03,1,129.0,0.0,129.0,60.63
O002017,2024-05-27,ST04,CL02,1,229.0,0.0,229.0,125.95
O002018,2024-05-27,ST01,AC02,1,45.0,0.0,45.0,17.1
O002019,2024-05-27,ST06,AC05,2,35.0,0.0,70.0,23.1
O002020,2024-05-27,ST11,AC03,2,129.0,0.0,258.0,121.26
O002021,2024-05-27,ST08,CK01,1,89.0,0.2,71.2,44.5
O002022,2024-05-27,ST04,AP03,3,99.0,0.2,237.6,118.8
O002023,2024-05-27,ST03,CK02,1,59.0,0.2,47.2,26.55
O002024,2024-05-27,ST12,CL03,1,39.0,0.0,39.0,16.38
O002025,2024-05-27,ST10,CL04,1,24.0,0.2,19.2,8.4
O002026,2024-05-27,ST12,AC05,1,35.0,0.0,35.0,11.55
O002027,2024-05-28,ST04,TG01,1,349.0,0.0,349.0,202.42
O002028,2024-05-28,ST12,CK02,2,59.0,0.2,94.4,53.1
O002029,2024-05-28,ST08,CL02,2,229.0,0.0,458.0,251.9
O002030,2024-05-28,ST04,FW03,1,169.0,0.0,169.0,82.81
O002031,2024-05-28,ST11,SB02,2,119.0,0.0,238.0,114.24
O002032,2024-05-28,ST10,CL04,1,24.0,0.0,24.0,8.4
O002033,2024-05-28,ST06,AP05,1,89.0,0.2,71.2,33.82
O002034,2024-05-28,ST09,AC03,1,129.0,0.1,116.1,60.63
O002035,2024-05-28,ST03,CL01,2,79.0,0.1,142.2,79.0
O002036,2024-05-28,ST06,CK01,1,89.0,0.1,80.1,44.5
O002037,2024-05-28,ST06,AC02,1,45.0,0.0,45.0,17.1
O002038,2024-05-28,ST04,AC03,1,129.0,0.0,129.0,60.63
O002039,2024-05-28,ST11,FW02,2,219.0,0.2,350.4,219.0
O002040,2024-05-28,ST04,CK02,1,59.0,0.2,47.2,26.55
O002041,2024-05-29,ST06,TG02,2,429.0,0.0,858.0,471.9
O002042,2024-05-29,ST10,TG01,2,349.0,0.1,628.2,404.84
O002043,2024-05-29,ST12,TG01,1,349.0,0.0,349.0,202.42
O002044,2024-05-29,ST05,AC04,1,139.0,0.1,125.1,62.55
O002045,2024-05-29,ST12,CL01,2,79.0,0.1,142.2,79.0
O002046,2024-05-29,ST01,AP01,2,249.0,0.0,498.0,219.12
O002047,2024-05-29,ST12,AP04,1,89.0,0.0,89.0,37.38
O002048,2024-05-29,ST09,TG02,1,429.0,0.0,429.0,235.95
O002049,2024-05-29,ST01,AP05,1,89.0,0.1,80.1,33.82
O002050,2024-05-29,ST03,TG01,1,349.0,0.0,349.0,202.42
O002051,2024-05-29,ST11,SB02,3,119.0,0.0,357.0,171.36
O002052,2024-05-29,ST01,SB02,1,119.0,0.1,107.1,57.12
O002053,2024-05-29,ST03,AC05,1,35.0,0.0,35.0,11.55
O002054,2024-05-29,ST09,AP03,2,99.0,0.0,198.0,79.2
O002055,2024-05-29,ST02,CL02,1,229.0,0.2,183.2,125.95
O002056,2024-05-30,ST11,CL03,2,39.0,0.0,78.0,32.76
O002057,2024-05-30,ST07,FW04,1,69.0,0.1,62.1,27.6
O002058,2024-05-30,ST05,CL04,1,24.0,0.1,21.6,8.4
O002059,2024-05-30,ST02,AP03,2,99.0,0.1,178.2,79.2
O002060,2024-05-30,ST07,TG01,2,349.0,0.0,698.0,404.84
O002061,2024-05-30,ST07,TG02,1,429.0,0.1,386.1,235.95
O002062,2024-05-30,ST12,CK01,1,89.0,0.0,89.0,44.5
